source_id,vintage,release_order,safe_available_date,usable_for_training,evidence_url,date_basis,notes
dcp_mappluto_archive,20v3,26,2020-04-27,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v3_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,20v4,27,2020-06-15,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v4_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,20v5,28,2020-08-03,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v5_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,20v6,29,2020-09-28,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v6_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,20v7,30,2020-11-23,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v7_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,20v8,31,2021-01-14,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_20v8_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,21v1,32,2021-02-26,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_21v1_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,21v3,33,2021-09-27,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_21v3_arc_shp.zip,maximum internal file date in official DCP archive zip,21v2 is excluded by the fetch task because the archive label points to a 20v2 file.
dcp_mappluto_archive,22v1,34,2022-06-01,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_22v1_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,22v2,35,2022-08-11,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_22v2_arc_shp.zip,maximum internal file date in official DCP archive zip,22v3 is excluded by the fetch task because the archive label points to a 22v2 file.
dcp_mappluto_archive,23v1,36,2023-04-04,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v1_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,23v1.1,37,2023-05-15,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v1_1_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,23v1.2,38,2023-07-05,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v1_2_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,23v2,39,2023-08-01,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v2_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,23v3,40,2023-10-31,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v3_arc_shp.zip,maximum internal file date in official DCP archive zip,Usable archived shapefile release.
dcp_mappluto_archive,23v3.1,41,2023-12-28,TRUE,https://s-media.nyc.gov/agencies/dcp/assets/files/zip/data-tools/bytes/mappluto/nyc_mappluto_23v3_1_arc_shp.zip,maximum internal file date in official DCP archive zip,Last 2023 archived release; do not use as a pre-April-2024 exposure universe until separately verified.
