review_cluster_id,ambiguity_type,reviewer_final_ruling,manual_review_status,reviewer_event_count_final,reviewer_event_price_final,price_rule,source_confidence,source_urls,reviewer_notes,reviewed_by,reviewed_date
acris_site_supercluster_2010111200630003,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_AMOUNT_MULTIBUYER_SITE_PACKAGE,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2010/2010_brooklyn.pdf;https://propertyinformationportal.nyc.gov/parcels/parcel/3000280005;https://bblclub.com/property/3-28-5/overview/25-Washington-Street-Brooklyn-Ny-11201,"External review found official DOF and NYC property-record evidence confirming two same-date ACRIS deeds involving Cage Associates and DUMBO Partners A/B for 25 and 26 Washington Street, with repeated 2.025M consideration. Public-record summaries often report a single 2.025M sale price, but no independent broker, news, court, or filing source resolved whether the repeated amount is aggregate consideration repeated across buyer SPVs or two additive consideration components. Leave final event count and price unresolved and do not use as a priced site-sale event.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2010111200630010,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_AMOUNT_MULTIBUYER_PARTIAL_INTEREST_SITE_PACKAGE,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2010/2010_brooklyn.pdf;https://propertyinformationportal.nyc.gov/parcels/parcel/3000510012;https://www.propertyshark.com/mason/Property/120662/65-Washington-St-Brooklyn-NY-11201/,"External review found official DOF and public parcel-record evidence confirming two same-date ACRIS deeds from Cage Associates LLC to DUMBO Partners A/B LLC for 65 Washington Street, each at about 1.994567M and apparently 50 percent interests. No independent transaction source resolved whether the repeated amount is aggregate consideration repeated across buyer SPVs or two additive 50 percent components. Leave final event count and price unresolved and do not use as a priced site-sale event. Review also flagged that the prompt's base buyer-date cluster IDs are not intuitive for this supercluster, so inspect the bridge before relying on those labels.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2010111200630017,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_AMOUNT_MULTIBUYER_PARTIAL_INTEREST_SITE_PACKAGE,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2010/2010_brooklyn.pdf;https://www.homes.com/property/20-jay-st-dumbo-ny-unit-638/ph63d1kqvmev2/,"External review found official DOF records confirming two same-date 5.6682M rows for 20 Jay Street and two same-date zero-dollar companion rows for 38 Water Street. Public-record aggregators also show repeated November 2010 5.6682M entries for 20 Jay Street, but no independent transaction source established whether the repeated amount is aggregate consideration repeated across DUMBO Partners A/B LLC or two additive 50 percent components. Leave final event count and price unresolved and do not use as a priced site-sale event.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2013040500294002,same_date_site_partial_interest_supercluster,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,11216000,POSITIVE_DEED_PLUS_ZERO_COMPANION,MEDIUM,https://www.homes.com/property/526-528-fulton-st-brooklyn-ny/fh5bcw35vx95f/;https://www.propertyshark.com/mason/Property/120994/522-Fulton-St-Brooklyn-NY-11201/;https://therealdeal.com/new-york/2016/01/06/crown-pays-30m-for-two-dobro-commercial-buildings/,"External review found public-record sources reporting a December 2010 11.216M purchase for the 522 and 526 Fulton Street site and showing a companion unpriced or zero transfer pattern. The Real Deal later corroborates that BLDG Management owned the adjacent 522 and 526 Fulton properties from 2010 until the 2015 Crown acquisition. Treat as one economic transfer package; count the positive 11.216M consideration once, attach the zero document as a companion, do not gross up from percent_trans, and flag downstream as complex or partial-interest title structure.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2011070100785005,same_date_site_partial_interest_supercluster,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,15938970.04,POSITIVE_DEED_PLUS_ZERO_COMPANION,MEDIUM,https://propertyinformationportal.nyc.gov/parcels/parcel/1020380005;https://www.propertyshark.com/mason/Property/36085/263-W-152-St-New-York-NY-10039/;https://portal.displacementalert.org/property/1020380005;https://www.nyc.gov/site/hpd/services-and-information/hdfc.page,"External review found public-record sources supporting one positive June 29 2011 deed at 15.93897004M from Rev. John J. Sass Associates Limited Partnership to Harlem Shangri-La Housing Development Fund, plus a zero-consideration same-date companion deed. Count one economic transfer package and use the positive deed amount once. Flag downstream for private-market filtering because the buyer is HDFC or affordable-housing related and the percent_trans fields imply a complex or partial-interest structure; do not gross up the 55 percent positive deed amount.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2011081001026001,same_date_site_partial_interest_supercluster,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,4942000,SUM_DISTINCT_POSITIVE_COMPONENT_DEEDS_WITH_ZERO_COMPANIONS,MEDIUM,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2011/2011_bronx.pdf;https://propertyinformationportal.nyc.gov/parcels/parcel/2024880025;https://www.homes.com/property/46-e-167th-st-bronx-ny/z82rqw4nl45rm/,"External review found official DOF and public parcel-record evidence showing three distinct positive same-date consideration components of 1.4826M, 2.9652M, and 0.4942M, plus multiple zero-dollar companion transfers for the same three-BBL legal site. Treat as one economic transfer package with actual consideration of 4.942M. Do not gross up using percent_trans because the raw percent sum exceeds 100 and the party pattern indicates SPV or title consolidation.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012060900037005,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,135000000,EXTERNAL_TOTAL_PRICE_NOT_ACRIS_DOCUMENT_SUM,HIGH,https://slgreen.gcs-web.com/news-releases/news-release-details/sl-green-realty-corp-announces-agreement-acquire-304-park-avenue;https://rebusinessonline.com/sl-green-agrees-to-acquire-304-park-ave-south-for-135m/;https://slgreen.gcs-web.com/static-files/7358b10a-17cc-4139-abe8-c4274850b504;https://www.propertyshark.com/mason/Property/13128/304-Park-Ave-S-New-York-NY-10010/,"External review found SL Green press-release and annual-report evidence identifying one June 2012 acquisition of 304 Park Avenue South for 135M. The submitted ACRIS deed amounts sum to 91.4963238M, which conflicts with the externally reported purchase price and likely reflects contribution, noncash consideration, or title-structure issues. Code one economic acquisition event at the externally confirmed 135M total price; do not use the largest ACRIS amount once, do not sum the ACRIS document amounts as final price, and do not split into two separate economic site-sale events.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012071600341001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_BBL_DIFFERENT_SELLERS_DIFFERENT_AMOUNTS,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_manhattan.pdf;https://www.propertyshark.com/mason/Property/37724/602-W-139-St-New-York-NY-10031/;https://metrodeeds.com/building/602-west-139-street-manhattan-1020870038,"External review found official DOF and public-record evidence confirming two same-date positive rows for 602 West 139 Street at 3.362035M and 0.937965M. PropertyShark and MetroDeeds summarize the transaction around 3.36M to 3.4M, but no independent news, broker, filing, or court source resolved whether the smaller same-date deed is additive consideration or a companion/title-structure amount. Leave final event count and price unresolved, preserve the candidate price interval from 3.362035M to 4.3M, and do not use this as a final priced site-sale event without stronger evidence.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2012072300437001,same_date_site_partial_interest_supercluster,CONFIRM_KEEP_SEPARATE_DOCUMENT_EVENTS,EXTERNAL_CONFIRMED,2,,SEPARATE_FINAL_SITE_SALE_AND_PARTIAL_INTEREST_TITLE_LEG,HIGH,https://therealdeal.com/new-york/2012/07/25/extell-sells-former-ring-building-on-47th-street/;https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_manhattan.pdf;https://therealdeal.com/new-york/2013/10/08/extell-snags-14-properties-from-frank-ring/,"External review found reporting that Extell sold the former Ring building at 20 West 47th Street on July 18 2012 for 38.595759M, with 20 West 47th Owner LLC acting as an intermediate party. The same-date 9.26301563M Ring-to-20-West-47th-Owner deed is a separate partial-interest or title-consolidation transfer and should not be summed into the final site-sale price. Treat the cluster as two separate economic transfer events: one final site sale at 38.595759M and one separate partial-interest/title event at 9.26301563M. Keep the single cluster-level price blank because there is no valid one-price cluster total.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012100900669001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,275000000,USE_EXTERNAL_TOTAL_PRICE_NOT_ACRIS_DOCUMENT_SUM,HIGH,https://www.franchising.com/amp/news/20121003_starwood_hotels_amp_resorts_completes_sale_of_manh.html;https://commercialobserver.com/2012/10/times-square-hotel-trades-for-275-million/;https://commercialobserver.com/2012/10/wells-fargo-finances-manhattan-at-times-square-hotel-with-120-million/;https://rebusinessonline.com/manhattan-at-times-square-hotel-sells-for-275m/,"External review found Starwood issuer and real-estate reporting identifying one completed October 2012 sale of the Manhattan at Times Square Hotel to Rockpoint, Goldman Sachs, and Highgate affiliates for 275M in cash. MTS Propco is reported as the purchasing partnership. ACRIS and public-record amounts of 235.1M and 37.5M do not fully equal the externally reported transaction price, so use the external total price and treat the ACRIS documents as components of one economic acquisition event. Flag downstream as a hotel or operating-asset acquisition rather than automatically including it in a primary residential-development land-price sample.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012101500864001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,225000000,SUM_COMPLEMENTARY_REMAINING_45_PERCENT_STAKE_DEEDS,HIGH,https://therealdeal.com/new-york/2016/07/08/32bj-buys-commercial-condos-at-chelsea-hq-from-rxr-for-144m/;https://commercialobserver.com/2024/10/rxr-hudson-bay-capital-secure-320m-recapitalize-620-avenue-of-the-americas/;https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_manhattan.pdf,"External review found reporting identifying RXR's October 2012 transaction as the acquisition of the remaining 45 percent interest in 620 Avenue of the Americas after a 2011 55 percent controlling-stake acquisition. The six same-date ACRIS and DOF consideration components sum exactly to 225M, consistent with a 45 percent interest at the previously reported 500M valuation. Treat as one economic event and sum the document amounts. Do not gross up to 500M as the event price, and do not treat the six documents as separate site-sale events. Flag downstream as a partial-interest commercial operating-asset transaction rather than a full fee-simple land sale.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012121300165001,same_bbl_same_amount_different_sellers,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_SAME_BBL_SAME_AMOUNT_DIFFERENT_SELLERS,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_manhattan.pdf;https://propertyinformationportal.nyc.gov/parcels/parcel/1014090021;https://www.renthop.com/building/145-east-74th-street-new-york-ny-10021,"External review found official DOF and public ACRIS-derived records confirming two same-date deeds for BBL 1014090021 at 4.79375M each, with different seller-side parties and the same buyer. No independent transaction source was found establishing whether the repeated amount is a single aggregate consideration repeated across deeds or two additive ownership-interest components. Leave final price unresolved, preserve the candidate price interval from 4.79375M to 9.5875M, and exclude from priced site-sale regressions unless later external evidence resolves the consideration.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012121801837004,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,28000000,USE_EXTERNAL_TOTAL_PRICE_WITH_AIR_RIGHTS_COMPONENT,MEDIUM,https://www.calameo.com/therealdeal/books/000946490eef0fbbad706;https://www.bkrea.com/insights/record-breaking-50-25-million-sale-of-prime-chelsea-development-site-at-215-219-west-28th-street;https://therealdeal.com/new-york/2013/12/03/hap-to-build-chelsea-mid-rise-apartment-complex/;https://cases.justia.com/new-york/other-courts/2014-2014-ny-slip-op-31034-u.pdf,"External review found development-site reporting identifying the economic acquisition package as 28M for 215 and 217-219 West 28th Street plus air rights from 221 West 28th Street. The submitted ACRIS packet has one 9M positive deed covering 215/217/219 West 28th plus a zero companion deed, so the ACRIS documents in this prompt understate the broader consideration package. Use the 28M external total price, but flag that the external price includes air rights from 221 West 28th Street that are not in the prompt legal-BBL denominator. Later resale and financing evidence corroborate an assembled development-site package by 215 W. 28th Equities / American Development Group.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012122200018001,multi_bbl_same_amount_different_sellers,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_AMOUNT_DISJOINT_BBLS_DIFFERENT_SELLERS,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_manhattan.pdf;https://www.propertyshark.com/mason/Property/38756/38-Ft-Washington-Ave-New-York-NY-10032/;https://bblclub.com/property/1-2137-58/overview/46-Ft-Washington-Avenue-New-York-Ny-10032,"External review found official DOF and public property-record sources confirming two same-date deeds involving adjacent Fort Washington Avenue apartment buildings, each reported at 6.8M. No independent transaction source was found establishing whether the repeated 6.8M amount represents two additive parcel-level prices, one repeated package consideration, or two separate same-day document events. Leave final price unresolved, preserve the candidate price interval from 6.8M to 13.6M, and do not allocate either endpoint as a final site-sale price without stronger evidence.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2012122800988001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_BBL_DIFFERENT_AMOUNT_SITE_PACKAGE,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_queens.pdf;https://www.realtyhop.com/property-records/new-york-ny/search/44th-drive-rentals-llc;https://newyorkyimby.com/2016/03/construction-finishes-on-eight-story-105-unit-residential-project-at-10-44-44th-drive-long-island-city.html,"External review found official DOF and public property-record sources confirming two same-date positive consideration components of 1.375M and 6.875M for BBL 4000510020, plus same-date zero rows for BBL 4000510025. Later development reporting confirms Ekstein Development built the 105-unit project at the combined 10-44 44th Drive / 44-80 11th Street site. No independent source was found establishing whether the 1.375M amount is additive consideration or a companion/title-structure amount. Leave final price unresolved, preserve the candidate price interval from 6.875M to 8.25M, and do not allocate either endpoint as a final site-sale price without stronger external evidence.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2013010700719001,same_date_site_partial_interest_supercluster,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,4200000,POSITIVE_DEED_PLUS_ZERO_COMPANIONS,MEDIUM,https://www.propertyshark.com/mason/Property/940534/450-E-81-St-New-York-NY-10028/;https://nyc.marketproof.com/article/sale-recorded-on-dec-26-2012-yorkville-sixstory-lowrise-for-42m-at-450-east-81st-street-10028-by-on-jan-16th-2013;https://portal.displacementalert.org/property/1015600029;https://lclemle.com/buildings/450-east-81st-street/,"External review found public-record sources reporting a 12/26/2012 transfer of 450 East 81st Street / BBL 1015600029 for 4.2M and showing the three same-date ACRIS deed documents. Treat as one economic transfer package with the single positive 4.2M consideration deed counted once and zero-consideration companion deeds attached. Do not create multiple priced events, do not gross up from the raw 250 percent_trans total, and flag downstream for later private-market exclusion or separate classification because parties appear Lemle-family, trust, or related entities.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2013010300355001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_BBL_TIC_COMPONENTS,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2012/2012_manhattan.pdf;https://www.realtyhop.com/property-records/new-york-ny/search/25-ventures-llc;https://besenpartners.com/property/25-fort-washington-avenue/,"External review found official DOF public records confirming six same-date positive rows for 25 Fort Washington Avenue / BBL 1021360075: 3.18M, 1.06M, and four 265k rows, summing to 5.3M. Seller names are Blaser TIC entities, making an additive partial-interest interpretation plausible, but no independent transaction source was found confirming the total 2012 acquisition price. The Besen Partners page located in review refers to a later 2018 transaction and should not adjudicate this 2012 cluster. Leave final price unresolved, preserve the candidate price interval from 3.18M to 5.3M, and do not allocate either endpoint as a final site-sale price without stronger independent evidence.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2013050901608001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_BBL_DIFFERENT_SELLERS_DIFFERENT_AMOUNTS,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2013/2013_manhattan.pdf;https://www.propertyshark.com/mason/Property/36645/401-Edgecombe-Ave-New-York-NY-10032/;https://www.nmrk.com/insights/press-releases/newmark-secures-sale-of-401-405-edgecombe-avenue-in-the-historic-hamilton-heights-district-of-manhattan,"External review found official DOF and PropertyShark public records showing two same-date 2013 sale entries for 401 Edgecombe Avenue / BBL 1020540056 at approximately 376789 and 467941. Later Newmark reporting confirms 401 Edgecombe Partners LLC as the seller in a 2023 sale, but no independent source was found resolving whether the two 2013 deeds are additive ownership-interest components or title-structure/public-record components. Leave final price unresolved, preserve the candidate price interval from 467940.68 to 844729.19, and do not allocate either endpoint as a final site-sale price without stronger independent evidence.",chatgpt_browser_review,2026-06-13
acris_site_supercluster_2013032100105001,same_date_site_partial_interest_supercluster,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,5950000,POSITIVE_DEED_PLUS_ZERO_COMPANION,MEDIUM,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2013/2013_bronx.pdf;https://www.propertyshark.com/mason/Property/50987/1694-Selwyn-Ave-Bronx-NY-10457/;https://www.realtyhop.com/property-records/new-york-ny/search/europa-realty-llc,"External review found official DOF records showing one 5.95M row and one zero row on 3/14/2013 for 1694 Selwyn Avenue / BBL 2028240038. PropertyShark corroborates a 3/14/2013 purchase price of 5.95M. Treat as one economic transfer package with the positive consideration counted once and the zero-consideration deed attached. Do not create multiple priced events and do not gross up from the raw 150 percent_trans total. Flag downstream for later private-market exclusion or sensitivity review because the party structure appears related or complex and the raw percent_trans total is not economically interpretable.",chatgpt_browser_review,2026-06-13
acris_site_cluster_2013060601551001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,3250000,SUM_THREE_POSITIVE_COMPONENT_DEEDS,MEDIUM,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2013/2013_manhattan.pdf;https://www.propertyshark.com/mason/Property/40360/4910-Broadway-New-York-NY-10034/;https://www.homes.com/property/4910-broadway-new-york-ny/49n3wrrkcv0ye/,"External review found official DOF records showing three 5/30/2013 same-BBL component rows for 4910 Broadway / BBL 1022350009 at 1.1375M, 1.05625M, and 1.05625M, summing to 3.25M. Public-record property sources corroborate those component prices and also show a 3.25M same-site record. Treat the submitted cluster as one economic transfer package at 3.25M, counting all three positive same-date component deeds once. Flag downstream that DOF also shows a same-BBL 5/14/2013 row at 3.25M outside this prompt; event construction must ensure this broader same-site package is not double-counted as two priced sales.",chatgpt_browser_review,2026-06-13
